teks,label,skor
kerja efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas kerja,Positif,1
kembang karir hasil sesuai harap pindah faktur utama tahan pindah perut hati otak,Positif,1
kerja efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas kerja,Positif,1
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1
hubung kerja kerja artikel rencana asih lindung karyawan hubung kerja kerja komunikasi sehat mental,Positif,1
alas urgen tawar jahat kerja orang loyal terima usaha kutu loncat,Negatif,-1
kenal kerja start kondisi mental pengaruh fisik kena parah rawat inap operasi putus pindah kerja gaji alas pengin hidup mbak,Negatif,-1
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Netral,0
nyata posisi gambar kursi pengaruh banget kerja semenjak pindah meja kasur jatuh kayak leseh ganti kursi sakit pinggang,Negatif,-1
dosa banget tali silaturahmi teman jahat bawa pengaruh buruk putus kontak pindah kerja,Negatif,-1
tiada gaji urus beban kerja wang sehat rupa faktor henti,Negatif,-1
stres kerja situ fikir duit kalis jahat stres baca seronok kerja,Negatif,-1
rekomendasi pindah managemen pasar salah bidang milik pengaruh usaha rekan kerja kasih,Negatif,-1
loyalitas hasil kerja sesuai tawar gaji bangun sulit kembang,Positif,1
bang jakarta bogor kantor kondisi kerja jakarta bikin stres pindah banget beda tinggal kantor kantor tinggal pengaruh,Negatif,-1
alas kerja lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,-1
ganggu kerja jabat hormat rehat komunikasi kerja tempoh akta kerja sekira majikan bayar,Negatif,-1
peran milik andil karyawan latar kuat orang kerja gaji gain koneksi bikin kena sasar,Positif,1
pinda akta kerja september cuti salin cuti kerja kerja kena ambil,Negatif,-1
cipta kerja omnibus jalan capai oktober tingkat tajam omnibus sejati cipta negara oligarki mudah sangon upah murah privatisasi hubung kerja buruh,Positif,1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
jahat pindah pindah kantor,Negatif,-1
jurnal riset korelasi jarak tempuh tingkat stres pegawai hasil korelasi positif komuter rentan hadap stres psikis,Positif,1
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap,Positif,1
kerja gaji bawa pulang gaji doang anak muda rugi usaha bawa pulang monitor inventaris kantor biar untung,Negatif,-1
kerja minggu september pinda akta kerja kenal atur kerja fleksibel kerja mohon kerja rumah situasi desak,Positif,1
kerja kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti,Netral,0
jabodetabek wajar alias kutu loncat pindah kerja gaji pindah kerja daerah lapang kerja batas rendah coba,Negatif,-1
orang suka banget zona nyaman perihal kerja cari nyaman gaji butuh lingkung kerja suruh cari tolong kasih paham,Negatif,-1
lompat lompat relatif stabil cetak badai reda asik goreng gaji pindah kena,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
kuat kuasa pinda akta kerja tangguh januari ubah akta kena kait kerja cuti salin gaji jangka laksana september,Positif,1
dunia kerja kantor salah kerja pecat hilang gaji kerja hilang nyawa pindah tugas gaji enak,Negatif,-1
jahat kerja masuk akal rela begadang kerja libur saing rekan kerja kasihan kerja efektif sesuai lihat malas,Netral,0
amit usaha nyata jahat lihat dampak performa kerja efek sakit igau kerja tidur pikir negatif kompromi sehat nomor,Negatif,-1
wajar arsenal arsenal main pindah pengaruh latih uang transfer gaji salah kerja latih medioker,Negatif,-1
salah kerja pilih cari duit nyaman cari ajar alam muda saran cari jahat,Negatif,-1
skala luas bukti kerja beranta pengaruh buruk performa making profesi taruh nyawa jaman kerja tidur bodoh egois,Negatif,-1
pusat ekonomi maju ekonomi raya cemar stres jimat syarikat staff jimat,Netral,0
transfer transfer stres,Negatif,-1
pengin pindah industri kembang coba perhati jual,Positif,1
pikir kembang sehat pilih pilih,Negatif,-1
cewek kerja pulang sore galak kerja main sabtu masuk tanggal merah masuk jarak rumah kantor kerja takut tanggap,Negatif,-1
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif,-1
lingkung kerja pengaruh harap cari alam gaji lingkung kerja jahat omong lingkung kerja cibir,Negatif,-1
stres,Negatif,-1
laksana patut kuat kuasa september tangguh cuti salin cuti kerja minggu lepas raja putus pinda akta kerja tangguh januari,Netral,0
wacana buah bibir kerja sorot kerap pergok kerja contoh,Negatif,-1
kantor pulang cepat kayak pulang gila banget bayang pulang jalan jakarta macet parah buka telat buka jalan rumah hebat banget kantor kayak,Netral,0
kena tukar gaji kena lihat faktor peluang staf staf cuti kerja kena angkut isteri angkut senarai,Negatif,-1
kaji kerja gembira stres stres ganggu,Negatif,-1
lompat kenal kawan sorang lompat tukar tukar baju gaji,Netral,0
putus pindah kerja gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Netral,0
nyata lingkung kerja jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,1
padang jawa,Netral,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka kerja takut,Negatif,-1
kerja jawat awam putus henti kerja nasihat henti alas sayang kerja jamin takut niaga,Negatif,-1
cerita pecat karyawan kerja kerja kerja tonton kerja bingung lucu marah,Negatif,-1
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,-1
masuk gaji orang were,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,-1
paham kerja jamin gaji pangkat kena lompat,Negatif,-1
halo sender kantor alhamdulillah langsung kerja gaji kantor kerja menang hasil,Positif,1
kerja usaha lokal indonesia prinsip kerja wajar batas usaha gaji beda kerja maksimal usaha harga upaya,Netral,0
sayang kerja jahat sedih,Negatif,-1
pindah kerja gaji pengaruh banget nyaman kerja teman lumayan goyah pengin,Netral,0
stres kerja stres kuasa singkat takut pecat salah hidup stres stres banget,Negatif,-1
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar,Negatif,-1
usaha bilang cari bikin kembang buruk mending,Negatif,-1
cewek gaji slip gaji dampak gaji usaha gaji usaha slip gaji ubah pikir,Negatif,-1
paksa modern bebas undur tunggu anggap kerja tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Negatif,-1
kerja palu gaji orang alami kerja akibat cemas depresi ganggu aspek hidup pribadi kerja bayang berat hidup,Negatif,-1
tukar kerja gaji ramai tuju tukar kerja kerja kaya majikan sahaja kaya,Netral,0
tukar kerja gaji ramai tuju tukar kerja kerja kaya majikan sahaja kaya,Netral,0
wajar tukar kerja pindah kerja gaji loyal gaji tengok contoh situasi,Negatif,-1
buah syarikat rugi gaji minimum,Netral,0
kait kutu loncat manajemen loncat bikin gaji drastis baca kutu loncat rekomendasi kasih orang kandidat,Positif,1
kerja usaha jahat julid salah anak bumn gaji sopan anak jaman kerja,Negatif,-1
pindah kerja kerja pindah kerja gaji kerja gaji gaji,Negatif,-1
cuti ganti takut bilang alay rekan kantor ganti kerja hubung orang kontak,Negatif,-1
utama kerja masuk gaji pakai orang indonesia indonesia gaji habis hidup,Negatif,-1
jalan penat pindah rumah,Netral,0
kerja jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil,Negatif,-1
salah ajar perkara gaji jahat peluang pangkat tukar kerja,Negatif,-1
pergi kerja pindah jabat sahaja utama anak nikmat tukar ganti nikmat alhamdulillah,Positif,1
paksa masuk kerja pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa kerja tidur kaki tangan hilang,Negatif,-1
kayak rame generalisasi baca sisi positif kutu loncat pindah posisi gaji,Negatif,-1
hindar ubah hidup takut stres ubah takut hindar puas frustrasi,Netral,0
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak,Positif,1
real jalan mesin karyawan jalan mesin karyawan tinggal orang arti karyawan pegang gaji,Positif,1
teman kakak rekrut posisi kerja bikin gaji kakak nyata gaji beda kakak segi gaji fasilitas beda akomodasi tiket cuti tanggung usaha,Negatif,-1
kerja lingkung sehat manusiawi kompeten lokasi jangkau transportasi publik rumah cuti cuti gaji over rendah amin,Netral,0
percaya percaya orang stres kerja kerja berat lingkung rekan kerja jahat,Netral,0
geng mari cari kerja tinggal kerja jahat atus jawat kosong tinggal,Negatif,-1
jahat besok,Negatif,-1
kerja jahat jalan hidup hasil,Netral,0
alas urgen tawar jahat kerja orang loyal terima usaha kutu loncat,Negatif,-1
jahat kerja stop bawang negatif stop dengar orang bawang takut bawang stop cari salah orang bantu,Negatif,-1
kerja jahat rubah darah daging pilih,Negatif,-1
sangka lingkung jahat jatuh karya hidup puji melulu ujung sehat nyaman malas kembang mesti imbang,Negatif,-1
kerja suka duka beban kerja kolega gampang kabur kerikil permisif cari jahat salah ambil cuti salah,Negatif,-1
saban kantor toksik tongseng jahat ciri ciri,Negatif,-1
jahat kerja stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Negatif,-1
jahat hubung kontrol pasang sulit dukung curiga kekang bohong terima keras fisik love,Netral,0
mesti sorang stres jahat gaji sikit orang kerja,Negatif,-1
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,Negatif,-1
jahat hindar hubung jahat teman jahat moga hindar jahat,Negatif,-1
lihat orang kerja jahat kapai korporat kantor dengar prinsip orang kerja mental enak orang kayak orang kayak erti,Negatif,-1
orang lihat asil lihat ruang lingkup kerja pribadi ruang lingkup kembang bayang ruang lingkup jahat maju pikir otak selesai,Negatif,-1
jahat,Negatif,-1
cari harga lingkung kerja jahat parah zona khawatir gaji orang gaji orang rezeki,Negatif,-1
orang lulus potensi orang letak kerja letak jahat jahat,Netral,0
bawang salah jahat kerja jenis suka puak bawang benda asing orang,Negatif,-1
jahat benda orang cari salah kena kena hina benda alhamdulillah hidup tenang harap kekal kenal jahat,Negatif,-1
mending tahan lingkung jahat bentar lihat kayak kasihan kerja lingkung jahat capek fisik mental,Negatif,-1
kawan sekolah jahat kerja jumpa perangai orang nilai kerja sentuh masuk kalut,Negatif,-1
jahat,Negatif,-1
cari makan situ periuk nasi suka kerja tutup mulut kerja jahat berat hidup gampang,Negatif,-1
jahat besok,Negatif,-1
capek banget ayah mama erti bilang anak kerja anak jahat hati enak kerja,Negatif,-1
susah cari kerja kena teruk kerja teruk penuh jahat kesah pendek kerja teruk,Negatif,-1
asli jahat gosip main perang dingin petinggi kuasa salah manager main tulis bismillah tamat hormat,Negatif,-1
teman kerja kerja minggu kirim surat undur grup banget habis maki grup langsung kirim surat jahat banget suka maki karyawan grup,Netral,0
orang jahat omong suka bikin sakit jahat talk,Negatif,-1
lingkung jahat lingkung jahat jahat,Negatif,-1
ajar hindar kejar sisi buruk jahat malas rajin sisi buruk rajin istirahat kerja korban sehat wajar,Negatif,-1
selamat semangat moga kerja kabar bahagia kerja juang tahan jahat semangat,Positif,1
takut banget utang bayar kerja jahat banget aspek,Negatif,-1
orang tahan hidup lingkung kerja jahat posisi gila,Negatif,-1
tanda kerja jahat kerja lupus bahan jahat,Negatif,-1
stres kerja situ fikir duit kalis jahat stres baca seronok kerja,Negatif,-1
susah kerja jahat gila babi,Negatif,-1
psikolog jahat orang dampak buruk orang kategori jahat orang orang jahat,Negatif,-1
hadap kerja jahat,Negatif,-1
malas banget jaman sekolah kuliah ketemu kelompok teman jahat kerja ketemu teman gejala arah jahat biar sayang,Negatif,-1
gaji sesuai harap kerja jahat gaji kerja nyaman,Positif,1
kali rasai kerja jahat banget,Positif,1
kerja jahat kadang cari kerja susah tabung harap hadap anak allah pengin teriak,Negatif,-1
sampah kerja jahat situ,Negatif,-1
sinar jahat kerja,Negatif,-1
kerja jahat ekosistem keras kepala rugi mending cari laku aktivitas peluang jujur usaha pintu buka,Negatif,-1
pandang angkat kaki kerja kerja sakit badan orang cari salah suasana jahat angkat kaki,Negatif,-1
nama jahat niat untung butuh orang terima dukung balut,Netral,0
januari selesai teman kerja enak kerja manajer jahat banget laku payah,Netral,0
rasai jahat kerja,Netral,0
jahat kama plan mental wiki sasa drip jahat pesa,Negatif,-1
kerja jahat,Negatif,-1
manusia kerja tahi level jahat,Negatif,-1
alhamdulillah sekian tahan kerja jahat potong kerja gaji hidup real,Netral,0
lepas henti kerja alami tekan peringkat halau buang kerja hidup kerja penuh manusia jahat paksa,Negatif,-1
nekad jahat teman kantor suportif kerja budak sistem kantor hancur hasil kesel uang kantor tolong,Negatif,-1
suka orang umbar kerja jahat clear ungkit,Negatif,-1
coba jahat kerja,Negatif,-1
bismillah allah lancar moga kerja jahat,Positif,1
pilih tahan kerja jahat tawar enak suka hidup,Negatif,-1
orang ajar situ omong jahat orang pikir positif situ omong jahat hidup hidup jalan ganggu,Negatif,-1
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1
tuhan orang orang jahat kerja,Netral,0
abih baran layan perangai jahat sorang kerja,Negatif,-1
jahat petrol mimi supervisor kama mimi uniform,Negatif,-1
fikir kerja gaji suasana kerja kerja jenis jahat jenis takboleh kerjasama orang kepala auto kerja malas kerja,Netral,0
tuju jatuh jahat jaman orang bangga sibuk tidur kayak langgeng jahat,Negatif,-1
anak anak kuliah magang jahat banget anjir ambis,Negatif,-1
bebas kerja jahat,Negatif,-1
rugi tahan jahat kerja orang kerja kering,Negatif,-1
teman jahat kerja,Negatif,-1
sangka jumpa orang jahat kerja alhamdulillah tenang sikit,Negatif,-1
kerja jahat nyata badan,Negatif,-1
sadar teman kerja jahat,Negatif,-1
betah kerja jahat,Negatif,-1
kena hadap jahat kerja,Negatif,-1
semangat dikit kerja enak teman jahat tinggal,Negatif,-1
lingkung kerja jahat kerja lihat hasil kerja apresiasi,Positif,1
kerja jahat jahat tahan rejeki kasih aset nyaman partner kerja enak kayak keluarga aset nyaman ambil lemah,Negatif,-1
ubah sikap persepsi rekan kerja jahat kejap butuh adaptasi sesuai paham ketimbang pusing fokus kerja,Netral,0
kali kerja langsung kerja lingkung kerja jahat minggu kerja nyaman bilang langsung bawa surat,Positif,1
jaga sehat mental kerja jahat rekan kerja cari muka kopet auto debet gagas,Negatif,-1
kerja jahat banget manajemen lingkung urang banget kayak berat renti sumpah capek banget mental mending,Netral,0
kerja orang jahat mending mundur tahan lingkung kerja sehat,Negatif,-1
kerja jahat level kerja,Negatif,-1
kerja jahat pamit kasih,Netral,0
ketemu orang ambis jahat sekolah kampus kerja coba,Positif,1
suasana kantor enak jahat rekan kerja tahan butuh duit pahit,Negatif,-1
gaji digit rambut rontok bolak psikiater jahat bolak pabrik tidur fitnah teman kerja kerja katai kerja orang,Negatif,-1
capek orang jahat kerja keliling orang jahat,Negatif,-1
stres kerja stres jahat kerja,Negatif,-1
pengin kerja jahat paksa tahan capek,Negatif,-1
bimbang kerja jahat gaji masuk gaji,Negatif,-1
hasil kerja jahat lega banget adaptasi lingkung kerja bikin hela nafas,Positif,1
kali kali jahat jahat kerja sepele tahi bikin,Negatif,-1
cowok lulus kerja kerja bagus rada jahat kerja umur masuk,Negatif,-1
jahat grup grup muka suka teman,Negatif,-1
senang kerja sesuai rasai jahat kerja ketemu orang super enak banget kenal jahat ujung pilih rasai nyaman,Positif,1
kerja jahat parah,Negatif,-1
sumpah jahat banget kerja teman menang cerita,Netral,0
hilang sifat orang kenal selesai kayak habis kontrak kerja kontak teman nyaman langsung jahat,Netral,0
lagu cocok manusia jahat sebal kerja kesel,Netral,0
jahat kerja jahat pilih kasih kerja,Negatif,-1
nilai buah lingkung label jahat mesti introspeksi kali kali lihat salah orang orang emosi,Negatif,-1
bahaya banget saran grad kecuali jahat nama grad erti jahat kagak implisit omong jahat mudah identifikasi jarang,Negatif,-1
rumah jahat kerja jahat,Negatif,-1
jahat bikin salah perhati kelar diam,Negatif,-1
baca pasal jahat kerja bingo,Negatif,-1
jaman stres kerja jahat minggu surabaya senin kerja habis angkat koper start,Negatif,-1
semenjak jahat batas terima respon orang respon semangat bikin berat,Positif,1
orang jahat banget kerja risih anjir kayak,Negatif,-1
kerja petang malas kerja jahat semangat pergi kerja,Negatif,-1
tolong badan capek tidur kerja jahat sungguh kesan jalan usia,Negatif,-1
pengin asih semangat jahat cari kerja,Negatif,-1
mintak kerja kerja jahat,Negatif,-1
syukur banget kerja jahat gaji masuk main kerja kerja gaji tanggal tanggal gaji kasi kasih gila kasih,Negatif,-1
kerja hindar orang jahat kerja orang jahat,Negatif,-1
kerja lingkung jahat,Negatif,-1
pikir pikir orang orang jahat kerja,Negatif,-1
henti kerja lingkung sehat jahat moga tuhan yesus kasih kerja cepat amin,Netral,0
habis talk kerja sakit banget lihat mama tahan menang kerja jahat parah banjir banget cerita mama derita kerja situ,Positif,1
jahat kerja manager senior lembur kontribusi kerja efek bikin pengin lihat kerja,Netral,0
alami gaji sikit kerja kawan kerja gaji kerja kawan kerja jahat,Negatif,-1
kerja tengok orang ramai kerja jahat kerja jahat stres,Negatif,-1
alas kerja lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,-1
banget bukti betapa jahat korban jahat mati katai,Negatif,-1
cerita orang suka gunung komen gemar telat alias ketua kali sumpah jahat bikin bego wajar suka,Negatif,-1
tolong hormat orang orang bang faham orang orang korek pasal orang jahat kerja,Negatif,-1
orang drama rasai lingkung jahat kerja kayak betah,Negatif,-1
cerita pasal jahat cerita awak kerja situ jahat tahan,Negatif,-1
jahat kerja,Negatif,-1
bawa nama ganggu performa kerja arti cocok musti cari lingkung sesuai lepas salah manusia bawa kolega jahat inti cocok jalan,Negatif,-1
penuh pasal kerja jahat faham,Negatif,-1
laku suasana kerja jahat orang kadang tuju,Positif,1
betapa jahat kerja orang kelakar,Negatif,-1
jahat orang orang,Negatif,-1
kasih orang rumus serah percaya orang sentimen pribadi orang tanda jahat,Negatif,-1
jahat kerja kerja kembang orang,Netral,0
cakap sorang kutuk jahat bodoh kerja orang staff jahat benci,Negatif,-1
seng lapang temu orang istilah lingkung jahat kerja laku,Positif,1
izin kerja betah kerja jahat,Negatif,-1
kerja kantor jahat suka deg-degan kerja,Negatif,-1
paksa kerja jahat bikin maju putus sedih,Negatif,-1
gaji lingkung enak kerja nyaman gaji nyaman baca jahat,Positif,1
definisi jahat konteks sepakbola arsenal main beli tiket tonton arsenal arsenal jahat,Negatif,-1
kerja admin gaji motor pakai operasional kerja jahat kali berangkat kerja menang patut saran,Negatif,-1
kerja pikir kerja jahat tunjang karir bingung cari susah pengin kabur banget asli tahan cari tinggal,Negatif,-1
duduk sorang adik duduk sepang start start sorang kerja jahat,Negatif,-1
kerja cari duit cari teman real artikel teman rekan kerja,Negatif,-1
rang orang jahat kerja kayak,Negatif,-1
urus mental sikit penat hadap orang jahat kerja,Negatif,-1
pribadi orang jahat jahat hubung pacar jujur teman jahat jahat,Negatif,-1
lelaki sayang kerja perempuan diam orang jahat percaya hati hitam jumpa syukur alhamdulillah,Positif,1
orang jahat fault sayang plus,Netral,0
orang mental anak kerja jahat anugerah orang,Negatif,-1
orang lingkung jahat kayak langkah percaya enak alam pribadi,Netral,0
kayak jahat orang paham konsep wajib keluarga orang konservatif takut anak pulang malam anak didik kayak,Negatif,-1
kerja jahat usaha cari kerja layan emosi tahan situ talk awak kerja bagus sentiasa,Negatif,-1
osis sekolah jahat banget pagi marah maki maki bina osis angkat sakit maag kambuh vertigo kambuh,Negatif,-1
jahat manusia kerja,Netral,0
definisi jahat mati suruh masuk kerja,Negatif,-1
oktober moga keluarga sehat ikhlas rela pergi lapang dada hadap moga orang jahat kerja amin,Positif,1
jenis kuat kipas orang jahat kerja,Negatif,-1
human sorang hidup email jahat,Negatif,-1
admin henti kerja zaman hilang kerja hilang akal gila kerja jahat henti span sakit tinggal,Negatif,-1
hadap jahat jahat orang manusia sempurna jahat orang kawal minda negatif,Negatif,-1
bahaya hubung jahat sadar rendah arti minder gampang asli harga hubung jahat,Negatif,-1
tengok kerja sumbang jahat baca habis pikir kerja kejut,Negatif,-1
stres kerja galas perangai setan orang kerja henti kerja rana stres orang jahat situ,Negatif,-1
laku racun guru sekolah hadap rekan kerja nyinyir gadget pribadi bawa bantu kontra rekan kerja bahas sekolah guru senior,Positif,1
kerja jahat penat mental tanda kerja jahat,Negatif,-1
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis kerja,Negatif,-1
kerja manajemen kantor kerja super jahat orang kerja kayak nilai valid,Negatif,-1
mulut perangai jahat kerja orang henti kerja jawat galas tuju,Negatif,-1
kena jahat kerja institusi sahaja kerja bidang kongsi,Negatif,-1
semangat abdi pamrih istilah jahat suka pakai kalimat tugas beban sumbangsih nkri penasaran khas kantor,Negatif,-1
jahat start orang,Negatif,-1
usaha nama rohmat orang jahat banget,Netral,0
kerja bilang suara bagus jahat banget,Netral,0
kerja senior lumayan jahat orang salah omong banget kayak dunia salah ciut kayak anak kucing takut salah orang,Negatif,-1
kongsi alam jahat hadap kerja,Negatif,-1
kerja rumah kawan jahat salah rezeki,Netral,0
baca ngeri nyata lingkung kantor cari alam uang teman bonus cerita jahat lingkung,Negatif,-1
cewek jahat halo alam kerja jalan saran,Netral,0
jahat mental tahan gaji orang,Negatif,-1
alam kantor laptop,Netral,0
jahat bagus tanda sadar laku manipulasi kerja kamus anak jaksel,Negatif,-1
nyata kerja ambil gaji pulang urus jahat sebal,Negatif,-1
jahat lingkung salah momen bambang suka macet rumah suka basa basi omong kali orang langsung biar kicep,Negatif,-1
jahat pindah pindah kantor,Negatif,-1
pegawai bank lihat target penuh tekan galak senioritas rekan kerja jahat kerja lembur pengin kerja,Positif,1
kantor lingkung jahat nama kerja jujur suka takut kondisi kayak cari kerja susah,Negatif,-1
jahat banget astaga kerja,Netral,0
nyata orang lingkung kerja jahat bayang parah cerita mbak nyata,Negatif,-1
makhluk jahat kerja muka,Netral,0
kerja kerja benda kali peras peras asyik stres letih benda marah,Negatif,-1
jahat jahat,Negatif,-1
salah kerja pilih cari duit nyaman cari ajar alam muda saran cari jahat,Negatif,-1
manager pakai jahat,Negatif,-1
salah tanda kerja jahat status cuti,Negatif,-1
solusi hadap lingkung kerja jahat solusi cari bagus cari lingkung kerja cocok gampang bekal,Netral,0
