teks,label_klaster
jahat pamit kasih,3
ketemu orang ambis jahat sekolah kampus coba,3
suasana kantor enak jahat rekan tahan butuh duit pahit,3
gaji digit rambut rontok bolak psikiater jahat bolak pabrik tidur fitnah teman katai orang,0
capek orang jahat keliling orang jahat,3
stres stres jahat,1
pengin jahat paksa tahan capek,3
bimbang jahat gaji masuk gaji,0
hasil jahat lega banget adaptasi lingkung bikin hela nafas,3
kali kali jahat jahat sepele tahi bikin,3
cowok lulus bagus rada jahat umur masuk,3
jahat grup grup muka suka teman,3
senang sesuai rasai jahat ketemu orang super enak banget kenal jahat ujung pilih rasai nyaman,3
jahat parah,3
sumpah jahat banget teman menang cerita,3
hilang sifat orang kenal selesai kayak habis kontrak kontak teman nyaman langsung jahat,3
lagu cocok manusia jahat sebal kesel,3
jahat jahat pilih kasih,3
nilai buah lingkung label jahat mesti introspeksi kali kali lihat salah orang orang emosi,3
bahaya banget saran grad kecuali jahat nama grad erti jahat kagak implisit omong jahat mudah identifikasi jarang,3
rumah jahat jahat,3
jahat bikin salah perhati kelar diam,3
baca pasal jahat bingo,3
jaman stres jahat minggu surabaya senin habis angkat koper start,1
semenjak jahat batas terima respon orang respon semangat bikin berat,3
orang jahat banget risih anjir kayak,3
petang malas jahat semangat pergi,3
tolong badan capek tidur jahat sungguh kesan jalan usia,3
pengin asih semangat jahat cari,3
mintak jahat,3
syukur banget jahat gaji masuk main gaji tanggal tanggal gaji kasi kasih gila kasih,0
hindar orang jahat orang jahat,3
lingkung jahat,3
pikir pikir orang orang jahat,3
henti lingkung sehat jahat moga tuhan yesus kasih cepat amin,3
habis talk sakit banget lihat mama tahan menang jahat parah banjir banget cerita mama derita situ,3
jahat manager senior lembur kontribusi efek bikin pengin lihat,3
alami gaji sikit kawan gaji kawan jahat,0
tengok orang ramai jahat jahat stres,1
alas lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,1
banget bukti betapa jahat korban jahat mati katai,3
cerita orang suka gunung komen gemar telat alias ketua kali sumpah jahat bikin bego wajar suka,3
tolong hormat orang orang bang faham orang orang korek pasal orang jahat,3
orang drama rasai lingkung jahat kayak betah,3
cerita pasal jahat cerita awak situ jahat tahan,3
jahat,3
bawa nama ganggu performa arti cocok musti cari lingkung sesuai lepas salah manusia bawa kolega jahat inti cocok jalan,3
penuh pasal jahat faham,3
laku suasana jahat orang kadang tuju,3
betapa jahat orang kelakar,3
jahat orang orang,3
kasih orang rumus serah percaya orang sentimen pribadi orang tanda jahat,3
jahat kembang orang,2
cakap sorang kutuk jahat bodoh orang staff jahat benci,3
seng lapang temu orang istilah lingkung jahat laku,3
izin betah jahat,3
kantor jahat suka deg-degan,3
paksa jahat bikin maju putus sedih,3
gaji lingkung enak nyaman gaji nyaman baca jahat,0
definisi jahat konteks sepakbola arsenal main beli tiket tonton arsenal arsenal jahat,3
admin gaji motor pakai operasional jahat kali berangkat menang patut saran,0
pikir jahat tunjang karir bingung cari susah pengin kabur banget asli tahan cari tinggal,3
duduk sorang adik duduk sepang start start sorang jahat,3
cari duit cari teman real artikel teman rekan,0
rang orang jahat kayak,3
urus mental sikit penat hadap orang jahat,1
pribadi orang jahat jahat hubung pacar jujur teman jahat jahat,3
lelaki sayang perempuan diam orang jahat percaya hati hitam jumpa syukur alhamdulillah,3
orang jahat fault sayang plus,3
orang mental anak jahat anugerah orang,1
orang lingkung jahat kayak langkah percaya enak alam pribadi,3
kayak jahat orang paham konsep wajib keluarga orang konservatif takut anak pulang malam anak didik kayak,3
jahat usaha cari layan emosi tahan situ talk awak bagus sentiasa,3
osis sekolah jahat banget pagi marah maki maki bina osis angkat sakit maag kambuh vertigo kambuh,3
jahat manusia,3
definisi jahat mati suruh masuk,3
oktober moga keluarga sehat ikhlas rela pergi lapang dada hadap moga orang jahat amin,3
jenis kuat kipas orang jahat,3
human sorang hidup email jahat,3
admin henti zaman hilang hilang akal gila jahat henti span sakit tinggal,0
hadap jahat jahat orang manusia sempurna jahat orang kawal minda negatif,3
bahaya hubung jahat sadar rendah arti minder gampang asli harga hubung jahat,3
tengok sumbang jahat baca habis pikir kejut,3
stres galas perangai setan orang henti rana stres orang jahat situ,1
laku racun guru sekolah hadap rekan nyinyir gadget pribadi bawa bantu kontra rekan bahas sekolah guru senior,0
jahat penat mental tanda jahat,1
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis,3
manajemen kantor super jahat orang kayak nilai valid,3
mulut perangai jahat orang henti jawat galas tuju,3
kena jahat institusi sahaja bidang kongsi,3
semangat abdi pamrih istilah jahat suka pakai kalimat tugas beban sumbangsih nkri penasaran khas kantor,3
jahat start orang,3
usaha nama rohmat orang jahat banget,3
bilang suara bagus jahat banget,3
senior lumayan jahat orang salah omong banget kayak dunia salah ciut kayak anak kucing takut salah orang,3
kongsi alam jahat hadap,3
rumah kawan jahat salah rezeki,3
baca ngeri nyata lingkung kantor cari alam uang teman bonus cerita jahat lingkung,3
cewek jahat halo alam jalan saran,3
jahat mental tahan gaji orang,1
alam kantor laptop,0
jahat bagus tanda sadar laku manipulasi kamus anak jaksel,3
nyata ambil gaji pulang urus jahat sebal,0
jahat lingkung salah momen bambang suka macet rumah suka basa basi omong kali orang langsung biar kicep,3
jahat kantor,3
pegawai bank lihat target penuh tekan galak senioritas rekan jahat lembur pengin,3
kantor lingkung jahat nama jujur suka takut kondisi kayak cari susah,3
jahat banget astaga,3
nyata orang lingkung jahat bayang parah cerita mbak nyata,3
makhluk jahat muka,3
benda kali peras peras asyik stres letih benda marah,1
jahat jahat,3
salah pilih cari duit nyaman cari ajar alam muda saran cari jahat,3
manager pakai jahat,3
salah tanda jahat status cuti,3
solusi hadap lingkung jahat solusi cari bagus cari lingkung cocok gampang bekal,3
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,3
cari jahat,3
jahat angkat kaki pergi angkat kaki pergi,3
jahat banget parah,3
lingkung jahat,3
kesel banget mbak bikin jahat sadar laku bikin nyaman,3
pilih lingkung kayak kantor lingkung suportif super jahat laku kondisi,3
ketemu orang orang jahat,3
lihat jahat,3
bismillah jahat,3
jahat banget anjing,3
seram banget nyata teman kantor jahat kantor langsung komen,3
jahat,3
jahat banget anjir,3
tolong jahat,3
jahat,3
banget hidup lingkung jahat,3
orang jahat,3
jahat cakap benda rumah,3
jahat,3
start selesa jahat,3
posisi anak proses suami bangun rumah jahat banget cari susah anak,3
jahat,3
minggat jahat,3
tendang biru tendang jahat tahan,3
senang kena jahat sedih duit hasil,3
jahat tahan,3
jahat banget kayak asem manis,3
lampau jahat penat,3
jahat cepat penat penat perangai manusia,3
bilang jahat jahat sender pengin introspeksi masuk enak bikin ribet asli,3
jahat titik capek hubung kembang alias situasi sisa tuduh kali ribut sayang egois dominasi hubung putus masuk,2
jahat jerat jahat kasih masuk tahan hubung hubung nyata,3
jahat,3
bantu bimbang banget jujur alas pengin nalar manusia,0
lingkung jahat alur bikin pengin tahan kesan sindir mari teman,3
kayak jahat bikin trauma banget takut bawa takut ulang,3
teman cerita cerita jahat jahat,3
jahat tahan bentar moga rejeki,3
jahat cari,3
sikap jahat lingkung pengaruh keluarga keluarga lingkung mental jahat jaga arus racun,3
moga sponsor lancar lingkung jahat amin,3
jahat moga lingkung jahat mata banget sisa cari lingkung,3
capek banget orang orang jahat,3
jahat,3
amit usaha nyata jahat lihat dampak performa efek sakit igau tidur pikir negatif kompromi sehat nomor,3
jahat,3
jahat,3
jahat banget,3
salah salah manusia jahat laku,3
mental kondisi jahat sesuai desk hancur orang keluarga orang posisi waras mental hidup keras tuhan,1
lingkung orang jahat lingkung rumah keluarga beliau turun dunia imbang hidup,3
mulut jahat senior buli junior jahat lari arab,3
ketemu orang orang lupa jahat,3
bayang dedikasi antri bpjs jahat level,3
pengin dilema orang orang capek jahat,3
jahat,3
jahat,3
jahat,3
biar anak magang banget salah dikit bilang baperan cerita kantor jahat banget kontrak,3
sumpah jahat banget pulang curhat info,3
jahat gaji rezeki,0
keluarga jahat pasang jahat jahat jahat orang,3
hidup lingkung jahat,3
lingkung jahat pelangi pengin banget sembuh lamar tolak pikir pasang kayak orang jahat jahat,3
jahat,3
jahat sabar jela fikir,3
keluh kesah utama jahat sadar lingkung jahat,3
suka uang jahat bodo ganti duli sesuai kontrak lingkung asyik gaji libur bagus paket,0
nyaman jahat pengin menang,3
kayak paruh stres menang sedih sakit stres skripsi putus cinta operasi usus buntu tinggal nenek tinggal stres jahat,1
penat kena hadap jahat,3
suka heran jahat tinggal bilang sulit,3
kuat bawa sebel jahat malas,3
bikin jahat person real ampun,3
bingung standar jahat orang saran maksud mental pasuk lembur biar sangon,1
keras binatang keras peras keras suruh jahat,3
jahat alhamdulillah,3
mesti jahat situ pikir kali,3
contoh hubung jahat cewek agens fandom profit bikin rugi utang agens induk kalah agens,3
curhat trauma gara-gara rekan jahat trauma efek besok percaya banget,3
lucu banget dukung cari bagus jahat banget semangat rekomendasi,3
telusur bayar lingkung jahat bagus paksa tahan keburu depresi anak orang,3
mental rusak banget jahat,1
kawan intern jumpa menang cerita jahat intern orang pakai selidik habis melulu putus sesal,3
salah budaya jahat orang indonesia urus hidup pribadi orang netizen perang komentar bela selebgram kait hidup biar keluarga,3
jahat masuk akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas,3
level staff pergi toilet kena lepas tender mental jahat,1
september kemarin jahat kantor kantor senang banget banget banget menang,3
negatif marah malas pergi teruk kaki bawang kipas susah gaji,0
jahat kepala jahat alam,3
contoh jahat patut wujud tengok jepun ajar berdikari bina jati,3
lingkung jahat tinggal tahan alas enak sehat hidup bego,3
dunia utuh berangkat pagi kantin kantor coba survey kota pusat kabupaten bekas,0
nama jahat orang capek sedih kesal kali tuju berat banget gila kuat banget tepar,3
tanda verbal normal manager amik janji mungkir orang ambil kredit ramai orang tipu staff senyum pilih kasih,0
salah juang tahan hidup singkat cerita masuk jahat bilang tolong,3
sindir sindir jahat jahat kaca banget enak suruh biar proses banget jahat jahat jahat,3
orang letih sedih stres jahat cari marah cakap,1
capek banget anjing pasang topeng jahat,3
tahan tahan jahat,3
sedih jahat sedih sangka manusia rupa perangai jangka dahsyat sakit orang balas akhirat,3
berat banget berangkat kayak malas malas orang lingkung jahat banget,3
pergi jahat sumpah sedih orang sanggup mudah suami bakar semangat bahagia lepas bodoh,3
habis rekan jahat,3
suami start jahat jahat,3
cewek sender habis kontrak lega lingkung jahat sender biar sisi pikir sender pusing sender tulang punggung keluarga,3
jahat cuti cuti adek kena orang,3
jahat henti payah,3
wujud jahat langsung jahat takut kandang buaya masuk kandang harimau,3
stres perangai jahat salah punca henti mental ganggu,1
baca gambar lepas habis intern masuk start nyepi tahan jahat,3
seru jahat gaji lumayan orang jahat lawan tantang langsung kicep,3
ajar banget hidup betapa orang kadang sadar jahat jarak umur paut temu lingkung kayak keluarga,3
orang tukar stres jahat patut seronok tahi tuduh,1
terima kasih sedia wawas orang alami jahat paham alam golong paksa perhati milik,3
tips hadap orang jahat jahat perangai karut cakap faktor usia,3
kuliah farmasi jahat,3
sender pengin banget sembuh sender tolak pikir pasang inti jahat pasang pasang,3
semenjak ketemu orang tulus hidup sosial lingkup personal profesional asia jahat banget komen respon bentuk bumbu,3
rasai nama zona nyaman jahat jahat teman jahat kayak rasai,3
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah,0
jahat gaul jahat pandai gaul suka cerita buruk orang lepas pilih kasih long,3
omong jahat teman jahat lingkung jahat mending kaca omong jahat orang semangat pagi,3
lingkung pengaruh harap cari alam gaji lingkung jahat omong lingkung cibir,3
arti usaha bilang jahat staff pakai jalur rekan lihat situ coba bokap bokap tegur suka,0
gampang anak kakak anggur adik lulus orang pensiun jahat,3
buram maksud lingkung jahat kayak kayak marah normal,3
umur jahat,3
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,1
jahat plus kapai,3
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat,3
dunia orang kali kali beda bela lingkung jahat rekan jahat kayak,3
orang stres rana tugas galas rana perangai setan orang orang henti stres orang keliling jahat,1
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,3
jahat mudah percaya anggap orang,3
orang bahagia orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,3
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,3
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,3
jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,3
tanda budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,3
jahat,3
selesai cerdas komunikasi wajar emosi sayang dewa orang pintar jahat,3
semangat coba cuek balas prestasi ambil hati lingkung jahat karir,3
pengin cari aman nyaman harga nyata jahat,3
jahat diam malas gaduh over over,3
episode jahat,3
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok pulang ambil gaji,2
takut jahat orang inkompeten usaha bedak julid tinggal cabut sampah inkompeten tukang julid,3
sadar kantor jahat suka bilang keluarga,3
sikap toleh bagus lepas jahat tinggal jahat bagus amal sikap lepas toilet orang bayar hasil,3
perangai orang jahat selesa,3
jahat jenis cepat risau over fikir orang talk,3
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,1
jahat izin jahat masuk hidup,3
over late gaji kota panggar,0
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,3
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,3
drop alas jahat jahat drop etis versi terima kasih,3
nyata jahat tahan dapur segala-galanya kondisi untung minimal uang,3
jahat jahat,3
bilik lipas kena marah jahat,3
jahat,3
jahat,3
cewek sedih jahat minggu bilang beban rekan sindir salah rekan senior ajar,3
cerita kali masuk manager sayang kompetensi jahat,3
cakap orang jahat masuk cakap orang dengki masuk cakap problem cakap problem problem,3
were jahat tekan takut hilang bebas harga pribadi positif,3
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,3
jahat vendor vendor banget,3
punca timpal gaji kena tanggungjawab silap staff alam percaya bagus pangkat drama,0
jahat orang personal,3
jahat,3
jahat,3
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,0
jahat,3
jahat lingkung jahat,3
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,3
jahat capek banget,3
jahat banget anjing,3
kantor lihat jahat,3
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,3
nasihat jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,3
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,0
dunia lari jahat kawan gila kawan kawan gaji sikit,0
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,3
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak alas,3
tanda tanda jahat tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit orang jahat,3
stop jahat positif sehat layak harga,3
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kelompok suka cari musuh balas sengak,3
usaha jahat keluarga,3
tanda lingkung jahat stres berangkat takut interaksi rekan remeh harga sehat mental fisik ganggu kucil,1
alas teman jahat bilang ketemu teman cocok arti langsung,3
jahat stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,3
atur buah usaha debat korea selatan usaha korea bikin atur kantor pagi sore karyawan smoking menit,0
sumpah kayak lihat jahat bikin stres harap,1
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong,0
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor,3
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,3
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,3
sempurna kadang stres kadang kadang jenis kuat royan pasal,1
lingkung jahat gaji lingkung jahat teman,3
kena tengok cakap duduk orang over orang kadang jahat asah adab ajar,3
sifat pasang potensi jahat malas usaha konsisten kontrol emosi orang luka uang bijak,3
jahat suka jaga tepi kain staff layan suruh orang personal,3
senang kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,3
orang dikit jahat kapai were dengar tantang bangga hasil selesai bikin tipes,3
pikir jahat bikin fokus turun produktivitas sepele salah,3
jahat cari validasi teman keluarga bawa arus sesuai desk pulang pulang kepo urus orang terap prinsip pulang ambil,3
teman jahat jatuh kuliah,3
pilih rasai lingkung jahat capek,3
tanda bikin putus ajar pimpin alami mental jahat,1
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,0
lingkung jahat habis tiktok,3
fokus lingkung jahat drama alam pahit ajar lingkung dukung tantang tahan mental,3
makan siang cerita jahat alamin cerita seru kasih,3
bilang kantor jahat,3
paham banget orang tahan jahat cari susah kudu pakai november juli stres,1
pengin ijazah jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,3
keluarga beranta cinta gagal jahat indah capek butuh istirahat butuh rumah butuh singgah,3
kantor jahat,3
istirahat jahat parah istirahat,3
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta negeri libur,0
allah rencana nyata putus orang allah balas kasih orang sayang banget ketemu orang jahat alhamdulillah banget,3
pilih lingkung jahat gaji keluarga lingkung jahat gaji sepi teman,3
teman jahat jatuh kuliah,3
niat motor beli motor mudah anak sekolah niat harap allah jahat person jahat jujur allah penat,3
lingkung jahat orang cewek sakit jiwa,3
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,3
masuk lingkung jahat banding,3
lingkung olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,0
heran banget lingkung panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,3
salah jahat rapat sesuai arah,3
kebelet pengin nyata tekan batin jahat banding stres rumah kondisi,1
habis lebaran manusia nyaman jahat positif zona admin gudang coba,3
mami licia pulang jahat ikhlas hati ikhlas bulat,3
orang betah jahat lembur gaji ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,0
jahat harap anak kena teruk,3
jahat betah teman banget bikin betah baca nabi yunus,3
kayak jahat,3
pengin keluh orang jahat habis,3
coba lingkung jahat allah amin,3
rindu duduk allah situ jahat,3
jahat,3
lingkung jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,3
allah capek banget jahat manipulatif,3
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,3
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,3
sorok bodoh bagus putus amal jahat,3
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,3
anak jaman ajar beda jahat lihat wajar asumsi justifikasi performa bikin salah kantor,3
kesi jahat lantak orang sorang sorang person,3
gilir sakit paksa apresiasi bilang maaf himpun jahat mending bubar,3
jahat japri marah grup kantor orang wenang diam,3
jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,3
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,3
kasih gaji ganti orang jahat yayasan utang tinggal suami,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,0
pegawai bagus alias jahat terima besok ajar kayak timbang,3
cerita manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,0
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh zaman,3
ayah negeri bikin stres mental kena banget lingkung jahat orang rumah mental,1
stres jahat tahan orang orang reng,1
lingkung rekan jahat dukung kembang ambil keluarga harap perfek lumayan,2
tinggal jahat gaji bayar,0
banget aura atmosfer jahat kangen bareng kadang bilang capek bingung bilang,3
moga jebak jahat,3
sadar penuh pribadi zona jahat orang mending mending sehat lepas tahap alhamdulillah allah,3
bikin tekan capek fisik capek mental capek banget jahat ganti karir nyonya nyonya nyonya,3
tegur sentap jahat cari nafas keluh sedih bengang stres rungut ketul,1
sakit jahat sakit tahan menang rumah muak banget menang mati kali,3
jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman,3
magang jahat maksud alam bidang stres kena mental stres depresi,1
lelaki jahat sepah liar lelaki rumah tangga jahat bincang laki bini bawa masuk,3
cari jahat gaji jahat tahan,3
senin ketemu jahat drama lingkung gaji sesuai masuk akal amin,3
nyata lingkung jahat banget,3
kalah jahat pelit pelit jahat korupsi senior bocah,3
cari sistem lingkung lumayan jahat gaji telat,3
teman kayak cepat takut jahat ling nyaman,3
sedih menang pisah jahat parah nyaman bismillah panggil slot kosong,3
allah tolong orang orang jahat,3
saran mending jahat kuat,3
jahat gaji adem ayem gaji,0
susah jahat pengin renti butuh duit,3
allah moga lingkung nyaman jahat amin tolong mudah allah,3
kucil keluarga jahat tipu rekan putus juang fokus resin,3
bantu jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,3
gara-gara jahat cari muka teman kayak kayak,3
hati badminton kasihan jahat laku suka enak nyaman bikin suka biar jebak main,3
sadar lingkung jahat jalan,3
kawan orang limit orang jahat kawan langsung kawan,3
cewek jahat katai rekan balas loker wajar abai orang kayak,3
bingung banget pilih jahat,3
guru sertifikasi ajar rebut akibat suasana jahat,3
jahat banget,3
semenjak jahat gampang sakit,3
staff jahat stres,1
umur lulus cari jahat umur lulus lihat cari gaji jakarta,0
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,0
jemput teman jahat minus pagi malam lingkung palugada sesuai porsi,3
jahat,3
sabar jahat,3
aduh kocak banget ketawa kantor seru maaf trauma jahat habis,3
jahat bang pandai,3
kali lingkung jahat surat,3
bilang jahat omong doang gampang orang rasai moga rasai lingkung jahat kontrak besok makan,3
bodo anjir bolos dasar jahat sono mending,3
kasihan kantor jahat term tenaga kantor salah jaga kantor nilai kantor jujur,3
kuna jahat kuna,3
cina jahat orang takut jahat rana takut jahat orang muda,3
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang,0
jahat kwanza jahat bana,3
