teks,label
solusi hadap lingkung kerja jahat solusi cari bagus cari lingkung kerja cocok gampang bekal,Negatif
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,Negatif
cari kerja jahat,Negatif
kerja jahat angkat kaki pergi angkat kaki pergi,Negatif
jahat banget kerja parah,Negatif
lingkung jahat kerja,Negatif
kesel banget mbak bikin kerja jahat sadar laku bikin nyaman,Netral
pilih lingkung kayak kantor lingkung suportif super jahat laku kondisi,Negatif
kerja ketemu orang orang jahat,Negatif
kerja lihat jahat,Negatif
bismillah kerja jahat,Negatif
jahat banget kerja anjing,Negatif
seram banget nyata teman kantor jahat kantor langsung komen,Positif
jahat kerja,Negatif
jahat banget kerja anjir,Netral
tolong kerja jahat,Negatif
jahat,Negatif
banget hidup lingkung jahat kerja,Netral
orang jahat kerja,Negatif
kerja jahat cakap benda rumah,Negatif
jahat kerja,Negatif
start selesa kerja jahat,Negatif
kerja posisi anak proses suami bangun rumah kerja jahat banget cari kerja susah anak,Negatif
jahat kerja,Negatif
minggat kerja jahat,Negatif
tendang biru tendang kerja jahat tahan,Negatif
senang kena kerja jahat sedih duit hasil kerja,Negatif
kerja jahat tahan,Negatif
kerja jahat banget kayak asem manis,Negatif
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif
kerja lampau jahat penat,Negatif
kerja kerja jahat cepat penat penat perangai manusia,Negatif
bilang kerja jahat jahat sender pengin introspeksi masuk enak bikin ribet asli,Negatif
jahat titik capek hubung kembang alias situasi sisa tuduh kali ribut sayang egois dominasi hubung putus masuk,Negatif
jahat jerat jahat kasih masuk tahan hubung hubung nyata,Negatif
kerja jahat,Negatif
bantu bimbang banget jujur alas pengin kerja nalar manusia,Positif
lingkung kerja jahat alur bikin pengin tahan kesan sindir mari teman,Negatif
kayak kerja jahat bikin trauma banget kerja takut bawa takut ulang,Negatif
teman cerita cerita kerja jahat pindah jahat,Negatif
kerja jahat tahan bentar moga rejeki,Negatif
kerja jahat cari kerja,Negatif
sikap jahat lingkung pengaruh kerja keluarga keluarga lingkung kerja mental jahat jaga arus racun,Negatif
moga sponsor lancar kerja lingkung jahat amin,Positif
kerja jahat moga lingkung jahat mata banget sisa cari lingkung,Negatif
capek banget orang orang jahat kerja,Netral
kerja jahat,Negatif
amit usaha nyata jahat lihat dampak performa kerja efek sakit igau kerja tidur pikir negatif kompromi sehat nomor,Negatif
jahat kerja,Negatif
jahat kerja,Negatif
kerja jahat banget,Netral
salah salah manusia jahat kerja laku,Negatif
mental kondisi kerja jahat kerja sesuai desk kerja hancur orang keluarga orang posisi waras mental hidup keras tuhan,Negatif
lingkung orang jahat lingkung rumah kerja keluarga beliau turun dunia imbang hidup,Negatif
mulut jahat senior buli junior kerja jahat lari kerja arab,Negatif
ketemu orang orang kerja lupa kerja jahat,Negatif
bayang dedikasi antri bpjs kerja jahat level,Negatif
pengin kerja dilema orang orang capek kerja jahat,Negatif
kerja jahat,Negatif
jahat,Negatif
kerja jahat,Negatif
biar kerja anak magang banget salah dikit bilang baperan cerita kantor jahat banget kontrak,Negatif
sumpah kerja jahat banget pulang curhat info,Negatif
kerja jahat gaji rezeki,Negatif
keluarga jahat pasang jahat kerja jahat jahat orang,Negatif
hidup lingkung jahat kerja,Negatif
kerja lingkung jahat pelangi pengin banget sembuh lamar kerja tolak pikir pasang kayak orang jahat jahat,Negatif
jahat kerja,Negatif
kerja jahat sabar jela fikir,Netral
keluh kesah utama jahat kerja sadar lingkung kerja jahat,Negatif
suka uang jahat bodo ganti duli sesuai kontrak kerja lingkung kerja asyik gaji libur bagus paket,Positif
nyaman kerja jahat pengin menang,Negatif
kayak paruh stres menang sedih sakit stres skripsi putus cinta operasi usus buntu tinggal nenek tinggal stres kerja jahat,Negatif
penat kena hadap jahat kerja,Negatif
suka heran jahat kerja tinggal bilang sulit kerja,Negatif
kuat bawa kerja sebel jahat kerja malas,Negatif
bikin jahat kerja person real ampun,Negatif
bingung standar jahat orang saran maksud mental pasuk lembur biar sangon,Negatif
kerja keras binatang kerja keras peras keras suruh kerja jahat,Negatif
kerja jahat kerja alhamdulillah,Negatif
kerja mesti jahat situ pikir kali,Negatif
contoh hubung jahat cewek agens fandom profit bikin rugi utang agens induk kalah agens,Negatif
curhat trauma kerja gara-gara rekan kerja jahat trauma efek kerja besok kerja percaya banget,Negatif
lucu banget kerja dukung cari kerja bagus jahat banget semangat rekomendasi kerja,Netral
telusur bayar lingkung kerja jahat bagus paksa tahan keburu depresi anak orang,Negatif
mental rusak banget jahat,Netral
kawan intern jumpa menang cerita jahat intern orang kerja pakai selidik habis melulu putus sesal,Negatif
salah budaya jahat orang indonesia urus hidup pribadi orang netizen perang komentar bela selebgram kait hidup biar keluarga,Negatif
jahat kerja masuk akal rela begadang kerja libur saing rekan kerja kasihan kerja efektif sesuai lihat malas,Netral
level staff pergi toilet kena lepas tender mental jahat,Negatif
september kemarin jahat kerja kantor kantor senang banget banget banget menang,Positif
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas susah gaji,Negatif
jahat kepala jahat alam,Negatif
contoh jahat patut wujud tengok jepun ajar berdikari bina jati,Negatif
lingkung jahat tinggal tahan alas enak sehat hidup bego,Negatif
dunia kerja utuh berangkat kerja pagi kantin kantor coba survey kota pusat kabupaten bekas,Negatif
nama jahat orang capek sedih kesal kali tuju kerja berat banget gila kuat banget tepar,Netral
tanda kerja verbal normal manager amik janji mungkir orang ambil kredit kerja ramai orang tipu staff senyum pilih kasih,Negatif
salah juang tahan hidup singkat cerita masuk jahat bilang kerja tolong,Negatif
sindir sindir jahat jahat kaca banget kerja enak suruh kerja biar proses banget kerja jahat jahat jahat,Negatif
orang kerja letih sedih stres kerja jahat cari marah cakap,Negatif
capek banget anjing pasang topeng kerja jahat,Netral
tahan tahan kerja jahat,Negatif
sedih kerja jahat sedih sangka manusia rupa perangai jangka dahsyat sakit orang balas akhirat,Negatif
berat banget berangkat kerja kayak malas malas orang lingkung kerja jahat banget,Negatif
pergi kerja kerja jahat sumpah sedih orang sanggup mudah suami bakar semangat bahagia lepas bodoh,Negatif
habis kerja rekan jahat,Negatif
suami kerja start jahat jahat,Negatif
cewek sender habis kontrak lega lingkung kerja jahat sender biar sisi pikir sender pusing sender tulang punggung keluarga,Negatif
kerja jahat cuti cuti adek kena orang,Negatif
kerja jahat henti payah,Negatif
wujud kerja jahat langsung jahat takut kandang buaya masuk kandang harimau,Negatif
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif
baca gambar lepas habis intern masuk kerja start nyepi tahan kerja jahat,Negatif
seru kerja jahat gaji lumayan orang jahat kerja lawan tantang langsung kicep,Negatif
ajar banget hidup betapa orang kadang sadar kerja jahat jarak umur paut temu lingkung kayak keluarga,Negatif
orang tukar kerja stres kerja jahat patut seronok tahi tuduh,Negatif
terima kasih sedia wawas orang alami jahat paham alam golong paksa perhati milik,Negatif
tips hadap orang jahat kerja jahat perangai karut cakap faktor usia,Negatif
kuliah farmasi kerja jahat,Negatif
sender pengin banget sembuh sender tolak pikir pasang inti jahat pasang kerja pasang,Negatif
semenjak ketemu orang tulus hidup sosial lingkup personal profesional asia jahat banget komen respon bentuk bumbu,Positif
rasai nama kerja zona nyaman jahat kerja jahat teman kerja jahat kayak rasai,Negatif
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah,Negatif
jahat gaul jahat pandai gaul suka cerita buruk orang lepas pilih kasih kerja long kerja,Negatif
omong kerja jahat teman jahat lingkung jahat mending kaca omong jahat orang semangat pagi,Negatif
lingkung kerja pengaruh harap cari alam gaji lingkung kerja jahat omong lingkung kerja cibir,Negatif
arti usaha bilang jahat staff pakai jalur rekan kerja lihat situ coba bokap bokap tegur suka,Negatif
gampang anak kakak anggur adik lulus orang pensiun kerja jahat,Negatif
buram maksud lingkung kerja jahat kayak kayak kerja marah normal,Negatif
umur jahat kerja,Negatif
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,Negatif
kerja jahat plus kapai,Negatif
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat kerja,Negatif
dunia kerja orang kali kali beda bela lingkung jahat rekan kerja jahat kayak,Negatif
orang stres kerja rana tugas galas rana perangai setan orang kerja orang henti kerja stres orang keliling jahat,Negatif
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,Negatif
jahat mudah percaya anggap orang,Negatif
kerja orang bahagia kerja orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,Negatif
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,Negatif
nyata lingkung kerja jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif
kerja jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,Negatif
tanda kerja budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,Negatif
jahat,Negatif
selesai cerdas komunikasi wajar emosi sayang dewa kerja orang pintar jahat,Negatif
semangat coba cuek balas prestasi kerja ambil hati lingkung kerja jahat karir,Negatif
pengin cari aman nyaman harga nyata jahat,Negatif
jahat diam malas gaduh over over,Negatif
episode jahat,Negatif
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok kerja pulang ambil gaji,Negatif
kerja takut jahat orang inkompeten usaha bedak julid tinggal cabut kerja sampah kerja inkompeten tukang julid,Negatif
sadar kantor jahat suka bilang keluarga,Negatif
sikap toleh bagus lepas jahat tinggal kerja jahat bagus amal sikap lepas toilet orang bayar hasil,Negatif
perangai orang jahat kerja selesa,Negatif
jahat jenis cepat risau over fikir orang talk,Negatif
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif
jahat izin jahat masuk hidup,Negatif
over late gaji kota panggar,Negatif
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,Negatif
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,Negatif
drop alas jahat jahat drop etis versi terima kasih,Negatif
nyata jahat tahan kerja dapur segala-galanya kerja kondisi untung minimal uang,Negatif
jahat jahat,Negatif
bilik lipas kena marah jahat,Negatif
jahat,Negatif
jahat,Negatif
cewek sedih jahat minggu bilang kerja beban rekan kerja sindir salah kerja rekan kerja senior ajar,Negatif
cerita kali masuk kerja manager sayang kompetensi jahat,Negatif
kerja cakap orang jahat masuk kerja cakap orang dengki masuk cakap problem cakap problem problem,Negatif
were jahat tekan takut hilang bebas harga pribadi positif,Negatif
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,Negatif
jahat kerja vendor vendor banget,Netral
punca kerja kerja kerja timpal gaji kena tanggungjawab silap staff alam percaya kerja kerja bagus pangkat drama,Netral
jahat orang personal,Negatif
kerja jahat,Negatif
jahat,Negatif
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif
kerja jahat,Negatif
kerja jahat lingkung jahat,Negatif
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,Negatif
kerja kerja jahat capek banget,Netral
kerja jahat banget anjing,Negatif
kantor lihat jahat,Negatif
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,Negatif
nasihat kerja jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,Negatif
jenis jahat kerja tarikh gaji kerja bayar kerja sebar ambil elak rapat golong,Negatif
dunia kerja lari jahat kawan kerja gila kawan kerja kawan kerja gaji sikit,Negatif
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,Negatif
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak alas,Negatif
tanda tanda kerja jahat kerja tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit kerja orang jahat,Negatif
stop jahat kerja positif sehat layak harga kerja,Negatif
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kerja kelompok suka cari musuh balas sengak,Negatif
usaha jahat keluarga,Negatif
tanda lingkung kerja jahat stres berangkat kerja takut interaksi rekan kerja remeh harga sehat mental fisik ganggu kucil,Negatif
alas teman jahat bilang ketemu teman cocok arti langsung,Positif
jahat kerja stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Negatif
atur buah usaha debat kerja korea selatan usaha korea bikin atur kerja kantor pagi sore karyawan smoking menit,Negatif
sumpah kayak lihat kerja jahat bikin stres harap,Negatif
jenis jahat kerja tarikh gaji kerja bayar kerja sebar ambil elak rapat golong,Negatif
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor kerja,Negatif
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,Negatif
kerja manager kerja masuk aspek keluarga sehat teman spiritual akar manager jahat bahas alas,Negatif
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,Negatif
kerja sempurna kadang kerja stres kadang kerja kadang kerja jenis kuat royan pasal,Negatif
lingkung kerja jahat gaji lingkung kerja jahat teman kerja,Negatif
kena tengok cakap duduk orang kerja over orang kadang jahat kerja asah adab ajar,Negatif
sifat pasang potensi jahat malas usaha konsisten kerja kontrol emosi orang luka uang bijak,Negatif
jahat suka jaga tepi kain staff layan suruh orang kerja personal,Negatif
senang pindah kerja kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,Negatif
kerja orang dikit jahat kapai kerja were dengar tantang bangga hasil selesai bikin tipes,Negatif
pikir kerja jahat bikin fokus turun produktivitas sepele salah,Negatif
kerja jahat cari validasi teman kerja keluarga bawa arus kerja sesuai desk pulang pulang kepo urus orang terap prinsip kerja pulang ambil,Negatif
teman jahat jatuh kuliah kerja,Negatif
pilih rasai kerja lingkung jahat capek kerja,Negatif
tanda kerja bikin putus ajar pimpin alami mental kerja jahat,Negatif
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif
lingkung kerja jahat habis tiktok,Negatif
kerja fokus lingkung jahat drama alam pahit ajar lingkung kerja dukung tantang tahan mental,Negatif
makan siang cerita kerja jahat alamin cerita seru kasih,Negatif
bilang kantor jahat,Negatif
paham banget orang tahan kerja jahat cari kerja susah kudu kerja pakai november kerja juli stres,Negatif
pengin ijazah kerja jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,Negatif
keluarga beranta cinta gagal kerja jahat indah capek butuh istirahat butuh rumah butuh singgah,Negatif
kerja kantor jahat,Negatif
istirahat kerja jahat parah istirahat,Negatif
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta kerja negeri libur,Positif
allah rencana nyata putus orang allah balas kasih orang sayang banget kerja ketemu orang jahat kerja alhamdulillah banget,Netral
pilih lingkung kerja jahat gaji keluarga lingkung kerja jahat gaji sepi teman,Negatif
teman jahat jatuh kuliah kerja,Negatif
niat motor beli motor mudah anak sekolah niat kerja harap allah jahat person jahat kerja jujur allah penat,Negatif
lingkung kerja jahat kerja kerja orang cewek sakit jiwa,Negatif
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif
masuk lingkung jahat banding,Negatif
lingkung kerja olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,Negatif
heran banget lingkung kerja panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,Negatif
salah jahat rapat sesuai arah,Negatif
kebelet pengin nyata tekan batin kerja jahat banding stres rumah kondisi,Negatif
habis lebaran kerja kerja manusia kerja nyaman jahat positif zona admin gudang coba,Negatif
mami licia pulang kerja jahat ikhlas hati ikhlas bulat,Negatif
orang betah kerja jahat lembur gaji kerja ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Negatif
jahat kerja harap anak kena teruk,Negatif
kerja jahat betah kerja teman banget kerja kerja bikin betah baca nabi yunus,Negatif
kayak kerja jahat,Negatif
pengin keluh orang kerja jahat habis,Negatif
coba kerja lingkung jahat kerja allah amin,Netral
rindu duduk allah situ jahat kerja,Negatif
jahat kerja,Negatif
lingkung kerja jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Negatif
allah capek banget jahat manipulatif kerja,Positif
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Negatif
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Negatif
sorok bodoh kerja kerja bagus kerja kerja putus amal jahat,Netral
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif
anak jaman ajar beda kerja jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Negatif
kesi jahat lantak orang sorang sorang person,Negatif
gilir sakit paksa kerja apresiasi bilang maaf himpun jahat mending bubar,Negatif
jahat japri marah grup kantor orang wenang diam,Negatif
kerja jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Negatif
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Negatif
kasih gaji ganti orang jahat yayasan utang tinggal suami,Negatif
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif
pegawai bagus alias jahat terima kerja besok ajar kayak timbang,Negatif
cerita kerja manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Negatif
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh kerja zaman,Negatif
ayah negeri bikin stres mental kena banget kerja lingkung jahat orang rumah mental,Negatif
stres kerja jahat kerja kerja tahan kerja orang orang reng,Negatif
lingkung rekan kerja jahat dukung kembang ambil keluarga harap perfek kerja lumayan,Negatif
tinggal kerja jahat gaji bayar,Negatif
banget aura atmosfer kerja jahat kangen bareng kadang bilang capek bingung bilang,Negatif
moga jebak jahat kerja,Netral
sadar penuh pribadi zona jahat kerja orang mending mending sehat lepas tahap alhamdulillah allah,Negatif
kerja bikin tekan capek fisik capek mental capek banget kerja kerja jahat ganti karir nyonya nyonya nyonya,Netral
tegur sentap kerja jahat cari nafas keluh sedih bengang stres rungut ketul,Negatif
sakit kerja jahat sakit kerja tahan menang rumah muak banget menang mati kali,Negatif
kerja jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman kerja,Negatif
magang jahat kerja maksud alam kerja bidang stres kena mental stres depresi,Negatif
lelaki jahat sepah kerja liar lelaki rumah tangga jahat bincang laki bini bawa masuk kerja,Negatif
kerja cari kerja kerja jahat gaji jahat tahan,Negatif
senin ketemu jahat drama kerja lingkung gaji sesuai masuk akal amin,Negatif
nyata lingkung kerja jahat banget,Negatif
kalah kerja jahat pelit kerja pelit jahat korupsi senior kerja bocah,Negatif
cari kerja kerja sistem lingkung lumayan jahat gaji telat,Negatif
teman kerja kayak cepat kerja takut kerja jahat ling kerja nyaman,Negatif
sedih menang pisah kerja jahat parah nyaman bismillah panggil slot kosong,Negatif
allah tolong orang orang jahat kerja,Negatif
saran mending kerja jahat kuat,Negatif
kerja jahat gaji adem ayem gaji,Negatif
susah kerja jahat pengin renti butuh duit,Negatif
allah moga kerja lingkung nyaman jahat kerja amin tolong mudah allah,Positif
kucil keluarga kerja jahat tipu rekan kerja putus juang fokus resin,Negatif
bantu kerja jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Negatif
kerja gara-gara kerja jahat cari muka teman kerja kerja kayak kayak,Negatif
hati badminton kasihan kerja jahat laku suka enak nyaman bikin suka biar jebak main,Negatif
sadar lingkung kerja jahat jalan,Negatif
kawan orang kerja limit orang jahat kawan langsung kawan kerja,Negatif
cewek jahat katai rekan kerja balas kerja loker wajar abai orang kayak,Negatif
bingung banget pilih jahat kerja,Negatif
guru sertifikasi ajar rebut akibat suasana kerja jahat,Negatif
jahat banget kerja,Netral
semenjak kerja jahat gampang sakit,Negatif
staff jahat kerja stres,Negatif
umur lulus kerja cari kerja jahat kerja umur lulus lihat cari gaji jakarta,Negatif
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Negatif
jemput teman jahat minus kerja pagi malam lingkung palugada sesuai porsi,Negatif
jahat,Negatif
sabar kerja jahat,Netral
aduh kocak banget ketawa kantor kerja seru maaf trauma kerja jahat habis,Netral
kerja jahat bang pandai,Negatif
kali lingkung kerja jahat surat,Negatif
bilang jahat omong doang gampang orang rasai moga rasai lingkung kerja jahat kontrak kerja besok makan,Negatif
bodo anjir bolos dasar kerja jahat sono mending,Negatif
kasihan kantor jahat term tenaga kerja kantor salah jaga kantor nilai kantor jujur,Negatif
kuna jahat kuna,Negatif
cina jahat kerja orang kerja takut jahat rana takut kerja jahat orang muda,Negatif
paksa masuk kerja pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa kerja tidur kaki tangan hilang,Negatif
jahat kwanza jahat bana,Negatif
